fecha,empresa,localidad,provincia,insumo,cupo_total_asignado_m3,produccion__m3,ventas_totales__m3,ventas_a_axion_m3,ventas_a_petrobras_m3,ventas_a_fox_petrol_m3,ventas_a_refineria_del_norte_m3,ventas_a_shell_m3,ventas_a_ypf_m3,ventas_a_energia_derivada_del_petroleo_m3,ventas_a_oil_combustibles_m3,ventas_a_trafigura_oil_m3
1/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6000,3940.619078,4051.800379,0,0,0,0,0,4051.8,0,0,0
1/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1859,1239.418825,1620.972836,1078.96,0,0,0,363.87,0,0,178.14,0
1/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11033,10883.13329,11043.765,2502.64,611.75,76.21,0,1997.88,5855.29,0,0,0
1/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1136,0,1231.914087,0,0,0,0,797.49,434.43,0,0,0
1/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5878,5184.181933,5873.695515,1537.37,0,0,0,506.14,3649.46,0,180.72,0
2/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11217,7994.996841,10492.52053,2278.5,643.84,0,0,1611.69,5077.22,112.92,768.35,0
2/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3883,3206.999368,3842.008844,299,0,0,0,2746,797.01,0,0,0
2/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1005,972.4826279,972.1541377,0,0,0,0,0,972.15,0,0,0
2/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1827,1467.593178,1870.751737,0,0,0,0,0,1870.75,0,0,0
2/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2283,1261.452937,2377.372078,1134.55,183.23,0,0,0,915.2,0,144.38,0
2/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6300,6072.065698,5902.072015,182.77,402.73,0,0,1586.01,3286.38,0,444.18,0
2/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4873,3636.60139,4733.240682,775.14,0,0,0,1483.17,1970.18,0,504.75,0
2/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1948,0,1938.686039,0,0,0,0,0,1938.69,0,0,0
2/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7613,6644.308275,7484.030322,1109.22,246.64,0,1216.15,1399.29,3146.13,0,366.59,0
2/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,5000,4334.807328,4000,0,0,0,0,0,4000,0,0,0
2/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1912,381.5540114,338.5975995,301.96,0,0,0,36.64,0,0,0,0
2/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11250,10549.86734,11275.3506,2363.54,1003.79,76.41,0,2044.67,5786.94,0,0,0
2/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1096,0,1059.835755,0,0,0,0,695.34,364.5,0,0,0
2/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,6172,5102.640556,5387.138345,1478.05,0,0,0,472.18,3219.05,0,217.85,0
3/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11217,12687.69425,11412.83639,3239.89,360.95,0,0,1611.72,5403.2,76.65,720.43,0
3/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4250,2256.980417,4405.003159,300,0,0,0,3153,952,0,0,0
3/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,1010.423247,1081.036008,0,0,0,0,0,1081.04,0,0,0
3/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,307.4794694,1993.000632,0,0,0,0,0,1993,0,0,0
3/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,2869.753632,2143.979785,870.78,221.4,0,0,0,907.59,0,144.21,0
3/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6700,7086.569804,6886.55717,480.63,512.96,0,0,1585.57,3794.53,0,512.86,0
3/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,5556.487682,5215.653822,773.63,0,0,0,1485.69,2478.93,0,477.41,0
3/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2133,0,2190.928617,0,0,0,0,0,2190.93,0,0,0
3/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,7393.329122,7775.375869,508.5,571.07,0,1212.94,1412.51,3710.93,0,359.43,0
3/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,4000,5417.561592,4299.431459,0,0,0,0,0,4299.43,0,0,0
3/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2092,1156.032849,943.7776374,907.13,0,0,0,0,0,0,36.64,0
3/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12256,12871.64877,12366.67088,2358.56,1193.68,38.31,0,1973.7,6802.42,0,0,0
3/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,0,1207.327858,0,0,0,0,770.61,436.73,0,0,0
3/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,6200,5985.48326,6183.120657,1347.24,0,0,0,799.28,3779.24,0,257.36,0
4/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9914,10358.69867,10473.0259,2718.29,393.3,0,0,1607.25,5107.28,75.58,571.33,0
4/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3931,1904.005054,4049.993683,302,0,0,0,2830,918,0,0,0
4/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1017,822.1478206,1028.010107,0,0,0,0,0,1028.01,0,0,0
4/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1850,0,1871.130764,0,0,0,0,0,1871.13,0,0,0
4/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2312,1146.493999,2545.862287,945.09,216.71,0,0,0,1058.88,0,325.18,0
4/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6852,6277.953253,6177.776374,375.68,403.59,0,0,1586.08,3111.81,0,700.62,0
4/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4932,5749.336702,5317.094125,850.46,0,0,0,1483.9,2509.63,0,473.1,0
4/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1973,0,2063.90398,0,0,0,0,0,2063.9,0,0,0
4/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7708,7502.425774,7942.830069,1403.46,600.3,0,1407.97,1052.17,3118.19,0,360.74,0
4/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6000,5378.395452,6133.922931,0,0,0,0,0,6133.92,0,0,0
4/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1935,1818.066961,1943.145925,1398.61,0,0,0,396.71,0,0,147.82,0
4/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10707,11790.49905,10686.06443,2121.16,1018.82,77,0,1979.68,5489.4,0,0,0
4/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1110,2145.192672,989.6399242,0,0,0,0,588.54,401.1,0,0,0
4/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5134,5323.891346,5123.461781,1238.9,0,0,0,506.25,3124.29,0,254.02,0
5/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11067,9432.861655,11187.4163,2167.36,427.24,0,0,1611.52,6297.41,75.27,608.62,0
5/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3914,368.995578,4033.000632,302,0,0,0,2814,917,0,0,0
5/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1013,1196.348705,1018.344915,0,0,0,0,0,1018.34,0,0,0
5/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1842,890.2337334,1345.912824,0,0,0,0,0,1345.92,0,0,0
5/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2302,1993.164877,2040.909665,873.15,220.87,0,0,0,764.96,0,181.92,0
5/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7651,7036.007581,7585.39482,977.03,403.35,0,0,1599.62,4095.34,0,510.06,0
5/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4911,4083.246999,5390.473784,775.39,0,0,0,1484.16,2585,0,545.92,0
5/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1965,702.804801,1313.164877,0,0,0,0,0,1313.16,0,0,0
5/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7674,7053.265951,7068.730259,974.87,501.41,0,1204.48,1167.35,2894.2,0,326.42,0
5/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7246,6873.0259,7273.53127,0,0,0,0,0,7273.53,0,0,0
5/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1926,2622.867972,2092.229943,1436.51,0,0,0,403.03,0,0,252.68,0
5/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11698,12178.83765,11736.32344,2564.55,872.62,38.61,0,1993,6267.54,0,0,0
5/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1105,0,1098.761845,0,0,0,0,699.7,399.06,0,0,0
5/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,130.0947568,71.63613392,0,0,0,0,71.64,0,0,0,0
6/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9521,9864.181933,9798.382817,2374.01,430.42,0,0,1623.7,4783.61,113.94,472.71,0
6/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3729,5833.000632,3851.004422,302,0,0,0,2604,945,0,0,0
6/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1122,1130.233733,1142.198358,0,0,0,0,0,1142.2,0,0,0
6/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2039,2098.635502,2070.195831,0,0,0,0,0,2070.2,0,0,0
6/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2029,2872.090967,1948.806064,458.37,219.36,0,0,0,1015.79,0,255.29,0
6/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6740,7150.979154,6460.947568,302.45,627.29,0,0,1644.22,3183.83,0,703.16,0
6/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4443,6035.67909,4521.086545,773.11,0,0,0,1483.35,1755.91,0,508.72,0
6/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2174,3469.286166,2262.779533,0,0,0,0,0,2262.78,0,0,0
6/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7310,8328.427037,7498.193304,1117.99,182.03,0,1535.93,1102.65,3050.45,34.39,474.74,0
6/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6255,7492.103601,6259.001895,0,0,0,0,0,6259,0,0,0
6/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2133,1914.087176,1910.296905,1363.23,0,0,0,401.77,0,0,145.3,0
6/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10530,12557.42262,10573.26595,2634.49,1275.15,77.35,0,2000.76,4585.52,0,0,0
6/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1223,0,1282.23626,0,0,0,0,813.23,469.01,0,0,0
6/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4814,5718.521794,4867.744788,1313.53,0,0,0,509.07,2786.01,0,259.13,0
7/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9874,12277.29627,9821.806696,1948.21,507.9,0,0,1583.52,5177.17,77.33,527.67,0
7/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3853,8442.994315,3877.005685,302,0,0,0,2694,881,0,0,0
7/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1048,1047.845862,1091.181301,0,0,0,0,0,1091.18,0,0,0
7/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1906,3578.635502,1912.69741,0,0,0,0,0,1912.7,0,0,0
7/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2382,3006.317119,2210.574858,792.19,216.36,0,0,0,1019.04,0,182.99,0
7/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7043,6453.569172,7052.836387,0,632.81,0,0,1901.15,3813.32,0,705.56,0
7/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4506,4524.750474,4578.344915,812.95,0,0,0,1377.61,1957.59,0,430.2,0
7/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2033,5018.761845,2124.270373,0,0,0,0,0,2124.27,0,0,0
7/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7941,8821.111813,7897.498421,1223.03,108.57,0,1613.29,1027.78,3706.94,0,217.89,0
7/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6725,6122.552116,6712.571068,0,0,0,0,0,6712.57,0,0,0
7/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1789,1762.476311,1867.340493,1325.33,0,0,0,397.99,0,0,144.03,0
7/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11004,10106.87303,11077.09413,2329.88,1432.12,38.81,0,2117.95,5158.33,0,0,0
7/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1143,2004.017688,1168.603917,0,0,0,0,768.58,400.02,0,0,0
7/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4892,5700.454833,4863.234365,1258.12,0,0,0,512.97,2872.96,0,219.19,0
8/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9605,12278.64814,9592.710044,2273.23,513.46,0,0,1593.24,4741.36,0,471.42,0
8/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3864,7159.001895,3898.989261,302,0,0,0,2681,916,0,0,0
8/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1051,1084.409349,1052.545799,0,0,0,0,0,1052.55,0,0,0
8/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1911,3036.437145,1961.49084,0,0,0,0,0,1961.49,0,0,0
8/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2389,2848.351232,1987.113076,603.49,218.83,0,0,0,1019.18,0,145.62,0
8/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6881,7129.614656,6930.600126,301.57,630.69,0,0,1640.48,3734.49,0,623.37,0
8/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4923,3818.445989,5060.972836,812.85,0,0,0,1521.92,2253.99,0,472.22,0
8/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1912,4420.176879,2001.718256,0,0,0,0,0,2001.72,0,0,0
8/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7697,6771.459255,7071.282375,1025.1,105.9,0,1538.36,1030.76,3113.1,0,258.06,0
8/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6521,5794.061908,6524.32091,0,0,0,0,0,6524.32,0,0,0
8/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2000,1532.533165,1531.269741,980.42,0,0,0,404.3,0,0,146.57,0
8/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10751,9849.273531,10755.12318,2441.77,1272.44,38.23,0,2029.31,4973.37,0,0,0
8/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1065,2239.924195,1056.790903,0,0,0,0,656.49,400.3,0,0,0
8/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4778,4640.290587,4778.344915,1311.42,0,0,0,504.78,2780.11,0,182.03,0
9/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9946,3866.102337,9964.358812,2364.35,506.53,0,0,1696.53,4883.45,0,513.51,0
9/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4058,8101.99621,4079.001895,301,0,0,0,2859,919,0,0,0
9/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,999,1595.363234,1020.391661,0,0,0,0,0,1020.39,0,0,0
9/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1910,3047.125711,1960.530638,0,0,0,0,0,1960.53,0,0,0
9/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2387,3538.736576,2433.152243,794.25,219.38,0,0,0,1200.13,0,219.39,0
9/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7025,7346.001263,7061.010739,496.35,479.82,0,0,1645.96,3852.13,0,586.75,0
9/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4980,5283.600758,5320.897031,813.28,0,0,0,1812.34,2225.58,0,469.69,0
9/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1930,4656.487682,2011.269741,0,0,0,0,0,2011.27,0,0,0
9/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7957,7809.728364,8406.923563,785.32,553.15,0,1586.49,1215.02,4012.19,0,254.74,0
9/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6564,6386.607707,6584.965256,0,0,0,0,0,6584.97,0,0,0
9/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1904,1744.788377,1567.909033,1019.58,0,0,0,403.03,0,0,145.29,0
9/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10585,12764.21984,10577.89008,2410.31,1160.71,38.55,0,2057.99,4910.33,0,0,0
9/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1145,1974.744157,1121.591914,0,0,0,0,684.32,437.27,0,0,0
9/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4774,5028.351232,4797.864814,1306.15,0,0,0,510.55,2762.7,0,218.46,0
10/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,10480,13726.9741,10515.47694,2530.64,397.98,0,0,2016.42,5097.92,0,472.52,0
10/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4210,8439.001895,4239.001895,300,0,0,0,3018,921,0,0,0
10/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1107,1638.041693,1137.511055,0,0,0,0,0,1137.51,0,0,0
10/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1948,2934.238787,1978.496526,0,0,0,0,0,1978.5,0,0,0
10/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2515,3465.81175,2515.02211,832.38,219.03,0,0,0,1317.08,0,146.53,0
10/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7141,7482.312066,7122.286797,306.87,512.8,0,0,1821.91,3898.29,0,582.41,0
10/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5188,6646.860392,5140.277953,813.18,0,0,0,1706.34,2186.53,0,434.23,0
10/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2041,4247.934302,2073.367025,0,0,0,0,0,2073.37,0,0,0
10/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8385,8300.555907,8362.476311,687.54,580.34,0,1668.08,1216.89,3987.93,0,221.68,0
10/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6918,7457.991156,6929.879975,0,0,0,0,0,6929.88,0,0,0
10/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2105,1687.934302,1786.481364,1166.14,0,0,0,510.42,0,0,109.92,0
10/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11320,13027.28996,11473.17751,2753.82,1086.89,38.24,0,2356.89,5237.33,0,0,0
10/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1207,2137.839545,1270.587492,0,0,0,0,834.31,436.27,0,0,0
10/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5031,4943.537587,5032.507896,1386,0,0,0,508.86,2921.9,0,215.77,0
11/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,10642,11622.91851,10669.34934,2682.81,397.36,0,0,1991.84,5154.42,0,442.92,0
11/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4342,7108.995578,4440,375,0,0,0,3145,920,0,0,0
11/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1124,805.9886292,1129.917877,0,0,0,0,0,1129.92,0,0,0
11/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2043,2111.358181,2089.399874,0,0,0,0,0,2089.4,0,0,0
11/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2554,3579.128238,2395.514845,866.71,219.36,0,0,0,1163.79,0,145.65,0
11/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7356,6631.042325,7366.013898,451.57,509.37,0,0,1702.84,4113.52,0,588.72,0
11/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4969,3994.857865,4742.299431,773.16,0,0,0,1528.89,2043.25,0,397,0
11/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2043,3548.692356,2080,0,0,0,0,0,2080,0,0,0
11/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7848,8532.444725,7937.511055,967.93,545.62,0,1762.11,1245.9,3268.57,0,147.38,0
11/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7024,6492.735313,7042.3247,0,0,0,0,0,7042.32,0,0,0
11/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1615,1614.655717,1641.187618,1023.37,0,0,0,507.9,0,0,109.92,0
11/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11492,10243.53759,11490.00632,2718.58,1085.89,38.32,0,1984.97,5662.25,0,0,0
11/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1226,1687.71952,945.9380922,0,0,0,0,583.27,362.67,0,0,0
